Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5941,Future Cop L.A.P.D.,PS,1997,Electronic Arts,0.16,0.11,0,0.02,0.3
5944,Hamster Tarou,GB,1999,Jorudan,0,0,0.3,0,0.3
5959,Imagine: Makeup Artist,DS,2020,Ubisoft,0.27,0,0,0.02,0.29
6010,Imagine: Fashion Designer World Tour,DS,2009,Ubisoft,0.27,0,0,0.02,0.29
6014,Ace Combat: Joint Assault,PSP,2010,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29
6015,Hamster Club 4: Shigessa Daidassou,GBA,2003,Jorudan,0,0,0.28,0.01,0.29
6039,Heroes of the Pacific,PS2,2005,Codemasters,0.14,0.11,0,0.04,0.29
6057,WWII Aces,Wii,2008,Destineer,0.27,0,0,0.02,0.29
6063,The Urbz: Sims In the City (US weekly sales),DS,2004,Electronic Arts,0.27,0,0,0.02,0.29
6071,Purr Pals,Wii,2008,Deep Silver,0.27,0,0,0.02,0.29
6085,Wappy Dog,DS,2011,Activision,0.27,0,0,0.02,0.29
6087,BeatMania Append 4thMix: The beat goes on,PS,1999,Konami Digital Entertainment,0,0,0.27,0.02,0.29
6118,Baby Pals,DS,2007,THQ,0.26,0.01,0,0.02,0.28
6139,Chromehounds,X360,2006,Sega,0.24,0,0.01,0.02,0.28
6144,F/A-18F Super Hornet,GBA,2004,Majesco Entertainment,0.2,0.08,0,0.01,0.28
6184,Shrek: Ogres & Dronkeys,DS,2007,Activision,0.26,0,0,0.02,0.28
6231,SimCity 2000,SAT,1994,Sega,0,0,0.28,0,0.28
6256,Armored Core: Project Phantasma,PS,1997,From Software,0.06,0.04,0.15,0.02,0.28
6286,Littlest Pet Shop: Beach Friends,DS,2009,Electronic Arts,0.25,0,0,0.02,0.27
6299,EyePet,PSP,2010,Sony Computer Entertainment,0.02,0.17,0,0.09,0.27
6302,Gunship,PS,1996,Microprose,0.15,0.1,0,0.02,0.27
6338,Bratz: The Movie,Wii,2007,THQ,0.24,0.01,0,0.02,0.27
6370,Thoroughbred Breeder II,SNES,1994,Hect,0,0,0.27,0,0.27
6379,America's Test Kitchen: Let's Get Cooking,DS,2010,Nintendo,0.25,0,0,0.02,0.27
6393,The Sims 2: Pets,GC,2006,Electronic Arts,0.21,0.05,0,0.01,0.27
6399,Jurassic Park: Operation Genesis,PS2,2003,Konami Digital Entertainment,0.13,0.1,0,0.03,0.27
6431,Imagine: Fashion Party,Wii,2009,Ubisoft,0.25,0,0,0.02,0.27
6432,Fish Tycoon,DS,2007,Majesco Entertainment,0.24,0,0,0.02,0.27
6454,A.C.E.: Another Century's Episode R,PS3,2010,Namco Bandai Games,0,0,0.26,0,0.26
6455,Littlest Pet Shop: Friends,Wii,2009,Electronic Arts,0.22,0.02,0,0.02,0.26
6465,Petz: Horsez 2,PS2,2007,Ubisoft,0.13,0.1,0,0.03,0.26
6470,Love Plus,DS,2009,Konami Digital Entertainment,0,0,0.26,0,0.26
6480,We Cheer 2,Wii,2009,Namco Bandai Games,0.24,0,0,0.02,0.26
6486,Project Runway,Wii,2010,Atari,0.24,0,0,0.02,0.26
6496,Star Trek: Invasion,PS,2000,Activision,0.15,0.1,0,0.02,0.26
6499,Babysitting Mania,DS,2008,Majesco Entertainment,0.24,0,0,0.02,0.26
6525,Star Wars Episode I: Battle for Naboo,N64,2000,LucasArts,0.21,0.05,0,0,0.26
6529,Armored Core: Nexus,PS2,2004,Indie Games,0.06,0.05,0.14,0.02,0.26
6560,A.C.E.: Another Century's Episode,PS2,2005,Banpresto,0,0,0.26,0,0.26
6575,Petz: Crazy Monkeyz,Wii,2008,Ubisoft,0.23,0,0,0.02,0.26
6583,Armored Core: Master of Arena,PS,1999,From Software,0.07,0.05,0.13,0.02,0.26
6588,A.C.E.: Another Century's Episode 3: The Final,PS2,2007,Banpresto,0,0,0.26,0,0.26
6594,Silent Hunter 5: Battle of the Atlantic,PC,2010,Ubisoft,0,0.21,0,0.05,0.26
6610,Secret Weapons Over Normandy,XB,2003,LucasArts,0.19,0.05,0,0.01,0.25
6614,Imagine: Ballet Star,DS,2008,Ubisoft,0.23,0.01,0,0.02,0.25
6628,Zoo Resort 3D,3DS,2011,Ubisoft,0.11,0.09,0.03,0.02,0.25
6655,Birds of Steel,PS3,2012,Konami Digital Entertainment,0.1,0.09,0.02,0.04,0.25
6658,Animal Paradise,DS,2007,Empire Interactive,0.09,0.14,0,0.02,0.25
6701,The Sims 2,XB,2005,Electronic Arts,0.19,0.05,0,0.01,0.25
6729,Imagine: Zookeeper,DS,2009,Ubisoft,0.16,0.06,0,0.02,0.25
