Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7835,Armored Core: For Answer,PS3,2008,Ubisoft,0.06,0.02,0.1,0.01,0.19
7839,GunGriffon,SAT,1995,Sega,0,0,0.19,0,0.19
7910,Pet Zombies,3DS,N/A,Majesco Entertainment,0.18,0,0,0.01,0.19
7931,Thoroughbred Breeder,SNES,1993,Hect,0,0,0.19,0,0.19
7948,Star Trek: Legacy,X360,N/A,Ubisoft,0.14,0.03,0,0.02,0.19
7949,ThunderStrike 2,PS,1994,Core Design Ltd.,0.1,0.07,0,0.01,0.19
7962,Farmtopia,DS,2010,505 Games,0.18,0,0,0.01,0.19
7997,EyePet & Friends,PS3,2011,Sony Computer Entertainment,0.06,0.09,0,0.03,0.19
8003,Dance Dance Revolution: Disney Grooves,Wii,2009,Konami Digital Entertainment,0.17,0,0,0.01,0.18
8005,Harvest Moon: A Wonderful Life Special Edition,PS2,2004,505 Games,0.09,0.07,0,0.02,0.18
8008,Happy Cooking,DS,2006,Ubisoft,0.17,0,0,0.01,0.18
8046,Trauma Team,Wii,N/A,Unknown,0.15,0,0.02,0.01,0.18
8071,ZhuZhu Puppies,DS,2011,Activision,0.13,0.04,0,0.01,0.18
8099,Disney Friends,DS,2007,Disney Interactive Studios,0.13,0.04,0,0.01,0.18
8105,A.C.E.: Another Century's Episode 2,PS2,2006,Banpresto,0,0,0.18,0,0.18
8162,Armored Core: Last Raven,PS2,2005,505 Games,0.05,0.04,0.08,0.01,0.18
8175,SimCity Creator (JP sales),DS,2008,Electronic Arts,0,0,0.18,0,0.18
8255,Iron Chef America: Supreme Cuisine,Wii,2008,Destineer,0.16,0,0,0.01,0.17
8344,Zoo Hospital,Wii,2008,Majesco Entertainment,0.14,0.01,0,0.01,0.17
8371,Disney's Planes,Wii,2013,Disney Interactive Studios,0.08,0.07,0,0.02,0.17
8408,Naval Assault: The Killing Tide,X360,2010,505 Games,0.08,0.07,0,0.02,0.17
8447,Apache: Air Assault,X360,2010,Activision,0.12,0.04,0,0.01,0.17
8453,The Sims 3: Seasons,PC,2012,Electronic Arts,0,0.13,0,0.03,0.17
8499,Paws & Claws: Pet Resort,GBA,2006,THQ,0.12,0.04,0,0,0.16
8508,Lethal Skies II,PS2,2003,Sammy Corporation,0.08,0.06,0,0.02,0.16
8526,Heroes over Europe,PS3,2009,Ubisoft,0.12,0.02,0,0.02,0.16
8536,My Baby 3 & Friends,DS,2010,Majesco Entertainment,0.13,0.02,0,0.01,0.16
8577,SimEarth: The Living Planet,SNES,1991,Imagineer,0,0,0.16,0,0.16
8594,Wonder Project J2: Koruro no Mori no Josette,N64,1996,Enix Corporation,0,0,0.12,0.04,0.16
8599,Innocent Life: A Futuristic Harvest Moon,PSP,2006,Rising Star Games,0.08,0.03,0.03,0.02,0.16
8601,Macross Ace Frontier,PSP,2008,Namco Bandai Games,0,0,0.16,0,0.16
8608,Scripps Spelling Bee,DS,2010,THQ,0.15,0,0,0.01,0.16
8612,Farming Simulator 2013,PS3,2013,Focus Home Interactive,0,0.1,0.02,0.04,0.16
8681,Birds of Steel,X360,2012,Konami Digital Entertainment,0.11,0.04,0,0.01,0.16
8704,Imagine: Music Fest,DS,2009,Ubisoft,0.15,0,0,0.01,0.16
8722,The Oregon Trail,Wii,2011,Crave Entertainment,0.15,0,0,0.01,0.15
8749,Harvest Moon: The Lost Valley,3DS,2014,Natsume,0.12,0.02,0,0.01,0.15
8768,Farm Frenzy: Animal Country,DS,2009,City Interactive,0.13,0.01,0,0.01,0.15
8784,Horse Life Adventures,Wii,2008,Deep Silver,0.13,0.01,0,0.01,0.15
8788,Blazing Angels 2: Secret Missions of WWII,PS3,2007,Ubisoft,0.1,0.03,0,0.02,0.15
8824,The Sims Medieval: Pirates and Nobles,PC,2011,Electronic Arts,0.05,0.08,0,0.02,0.15
8853,Top Gun: Combat Zones,GC,2002,Titus,0.12,0.03,0,0,0.15
8858,Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,Marvelous Entertainment,0.04,0,0.1,0.01,0.15
8870,Petz: Dogz Talent Show,DS,2009,Ubisoft,0.14,0,0,0.01,0.15
8899,Armored Core: For Answer,X360,2008,Ubisoft,0.06,0.01,0.07,0.01,0.15
8928,Harvest Moon: Hero of Leaf Valley,PSP,2009,Rising Star Games,0.07,0.02,0.05,0.02,0.15
8945,DrumMania,PS2,2000,Konami Digital Entertainment,0,0,0.15,0,0.15
8971,Dance Dance Revolution (North America),PS,2001,Konami Digital Entertainment,0.08,0.06,0,0.01,0.15
9021,Fast Food Panic,DS,2010,Nobilis,0.13,0,0,0.01,0.14
9052,Doshin the Giant,GC,2002,Nintendo,0,0,0.14,0,0.14
