Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
344,Guitar Hero: World Tour,Wii,Activision,2.33,0.97,0,0.35,3.65
381,Guitar Hero: On Tour,DS,Activision,2.11,1.01,0.01,0.35,3.48
413,Wii Music,Wii,Nintendo,1.36,1.13,0.46,0.32,3.27
433,Rhythm Heaven,DS,Nintendo,0.58,0.51,1.93,0.14,3.17
567,Guitar Hero: World Tour,X360,Activision,1.78,0.64,0,0.25,2.67
735,Rock Band 2,X360,Electronic Arts,1.78,0.24,0,0.18,2.2
824,Carnival Games,DS,Take-Two Interactive,1.23,0.64,0,0.19,2.05
833,Rayman Raving Rabbids: TV Party,Wii,Ubisoft,0.73,1.09,0,0.23,2.04
888,Guitar Hero: World Tour,PS3,Activision,1.1,0.56,0,0.27,1.93
898,Monopoly,Wii,Electronic Arts,0.87,0.85,0,0.2,1.92
906,Game Party 2,Wii,Midway Games,1.3,0.44,0,0.17,1.91
964,Guitar Hero: World Tour,PS2,Activision,1,0.03,0,0.77,1.8
1172,Guitar Hero: On Tour Decades,DS,Activision,0.85,0.58,0,0.16,1.58
1177,High School Musical 3: Senior Year,DS,Disney Interactive Studios,0.64,0.76,0,0.17,1.58
1266,Rock Band 2,PS3,MTV Games,1.13,0.2,0,0.16,1.5
1428,SingStar Abba,PS2,Sony Computer Entertainment,0.23,0.04,0,1.09,1.36
1512,High School Musical 3: Senior Year DANCE!,Wii,Disney Interactive Studios,0.68,0.49,0,0.13,1.31
1536,Guitar Hero: Aerosmith,Wii,Activision,1.04,0.14,0,0.1,1.29
1620,Guitar Hero: Aerosmith,X360,Activision,1,0.14,0,0.1,1.23
1673,Disney Sing It,Wii,Disney Interactive Studios,0.77,0.31,0,0.12,1.2
1775,High School Musical 2: Work This Out!,DS,Disney Interactive Studios,0.5,0.52,0,0.13,1.15
1943,Junior Brain Trainer,DS,GSP,0.23,0.74,0,0.1,1.06
