Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14917,Stronghold 2 Deluxe,PC,2005,Take-Two Interactive,0,0.02,0,0,0.02
14922,Star Wars: Empire at War - Forces of Corruption,PC,2006,LucasArts,0,0.02,0,0,0.02
14933,ParaWorld,PC,2006,Deep Silver,0,0.02,0,0,0.02
14934,Tropico Reloaded,PC,2009,Kalypso Media,0,0.02,0,0,0.02
14936,Pharaoh,PC,1998,Vivendi Games,0,0.02,0,0,0.02
14943,The Settlers: Rise of an Empire,PC,2007,Ubisoft,0.01,0.01,0,0,0.02
14976,Demigod,PC,2009,Atari,0,0.02,0,0,0.02
14995,Carnage Heart EXA,PSP,2010,ArtDink,0,0,0.02,0,0.02
14996,Tropico 4: Modern Times,PC,2012,Kalypso Media,0,0.02,0,0,0.02
14997,Europa Universalis III Complete,PC,2008,Paradox Interactive,0,0.02,0,0,0.02
