Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13034,Plants vs. Zombies,PC,2009,PopCap Games,0,0.04,0,0.01,0.05
13059,Men of War: Assault Squad,PC,2011,1C Company,0.01,0.03,0,0.01,0.05
13107,Super Robot Taisen Neo,Wii,2009,Namco Bandai Games,0,0,0.05,0,0.05
13141,"Warhammer 40,000: Dawn of War",PC,2004,THQ,0.01,0.03,0,0.01,0.05
13158,The History Channel: Great Battles - Medieval,PS3,N/A,Slitherine Software,0,0.04,0,0.01,0.05
13169,Empire Earth,PC,2001,Vivendi Games,0,0.04,0,0.01,0.05
13179,Yu-Gi-Oh! World Championship 2007,DS,2007,Konami Digital Entertainment,0,0.01,0.04,0,0.05
13207,SD Gundam: Scad Hammers,Wii,2006,Namco Bandai Games,0,0,0.05,0,0.05
13230,Worms Reloaded,PC,2010,Team17 Software,0,0.04,0,0.01,0.05
13231,StarCraft,PC,1998,Activision,0,0.04,0,0.01,0.05
