Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15824,Farm Frenzy,PC,2008,Mumbo Jumbo,0.01,0,0,0,0.02
15837,Majesty 2 Collection,PC,2011,Paradox Interactive,0,0.01,0,0,0.02
15869,San Goku Shi DS 2,DS,2007,Tecmo Koei,0,0,0.02,0,0.02
15872,Elven Legacy,PC,2009,Paradox Interactive,0.01,0,0,0,0.02
15883,Command & Conquer Collection,PC,2003,Electronic Arts,0.01,0,0,0,0.02
15890,Romance of the Three Kingdoms XII,WiiU,2012,Tecmo Koei,0,0,0.02,0,0.02
15905,Tennis no Oji-Sama: Card Hunter,PS2,2007,Konami Digital Entertainment,0,0,0.02,0,0.02
15915,Evil Genius,PC,2004,Vivendi Games,0,0.01,0,0,0.02
15927,RollerCoaster Tycoon: Gold Edition,PC,2002,Infogrames,0.01,0,0,0,0.02
15961,Drone Tactics,DS,2007,Success,0.01,0,0,0,0.02
