Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1236,Xevious,NES,1984,Namco Bandai Games,0.18,0.06,1.27,0.01,1.52
1240,Call of Duty 3,PS3,2006,Activision,0.6,0.63,0.03,0.26,1.52
1254,Resistance 3,PS3,2011,Sony Computer Entertainment,0.64,0.58,0.05,0.23,1.5
1258,Red Faction II,PS2,2002,THQ,0.49,0.78,0,0.23,1.5
1270,Medal of Honor: Frontline,XB,2002,Electronic Arts,1,0.43,0,0.06,1.49
1279,Dirge of Cerberus: Final Fantasy VII,PS2,2006,Square Enix,0.47,0.37,0.52,0.12,1.48
1296,The House of the Dead 2 & 3 Return,Wii,2008,Sega,0.78,0.5,0.03,0.15,1.47
1301,Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Ubisoft,0.93,0.4,0.02,0.12,1.46
1302,Battlefield: Bad Company,X360,2008,Electronic Arts,0.81,0.46,0.04,0.15,1.46
1306,Homefront,X360,2011,THQ,0.83,0.48,0.02,0.12,1.46
