Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11530,Tempest 3X,PS,1995,Interplay,0.04,0.03,0,0.01,0.08
11532,Hidden Invasion,PS2,2001,Swing! Entertainment,0.04,0.03,0,0.01,0.08
11549,Battlestar Galactica,XB,2003,Vivendi Games,0.06,0.02,0,0,0.08
11552,BioShock The Collection,XOne,2016,Take-Two Interactive,0.03,0.04,0,0.01,0.08
11591,Real Robots Final Attack,PS,1998,Banpresto,0,0,0.07,0.01,0.08
11593,P.N.03 - Product Number Three,GC,2003,Capcom,0.06,0.02,0,0,0.08
11609,Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010,Sega,0.06,0.01,0,0.01,0.08
11628,Endgame,PS2,2002,Empire Interactive,0.04,0.03,0,0.01,0.08
11633,Virus,SAT,1997,Hudson Soft,0,0,0.08,0,0.08
11646,Infernal: Hell's Vengeance,X360,2009,Playlogic Game Factory,0.06,0.01,0,0.01,0.08
