Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
16013,Call of Juarez,PC,2006,Ubisoft,0,0.01,0,0,0.01
16014,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006,Ubisoft,0,0,0.01,0,0.01
16020,Unreal Tournament 2003,PC,2002,Atari,0,0.01,0,0,0.01
16037,WinBack 2: Project Poseidon,PS2,2006,Tecmo Koei,0.01,0.01,0,0,0.01
16113,DoDonPachi Saidaioujou,X360,2013,Cave,0,0,0.01,0,0.01
16138,Vanark,PS,1999,Jaleco,0.01,0.01,0,0,0.01
16163,Raven Squad: Operation Hidden Dagger,PC,2009,Evolved Games,0.01,0,0,0,0.01
16184,Resistance Dual Pack,PS3,2011,Sony Computer Entertainment,0,0.01,0,0,0.01
16195,Metal Slug Anthology,PS2,2007,Ignition Entertainment,0,0,0.01,0,0.01
16208,Caladrius,X360,2013,Moss,0,0,0.01,0,0.01
