Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5092,The Legend of Spyro: The Eternal Night,DS,2007,Vivendi Games,0.32,0.03,0,0.03,0.37
5110,"Monsters, Inc. Scream Arena",GC,2002,THQ,0.29,0.07,0,0.01,0.37
5138,Bionic Commando,PS3,2009,Capcom,0.12,0.17,0.01,0.07,0.37
5157,Skylanders SWAP Force,PS4,2013,Activision,0.2,0.12,0,0.05,0.37
5186,LocoRoco 2,PSP,2008,Sony Computer Entertainment,0.21,0.09,0.01,0.05,0.36
5202,Kirby's Dream Land 3,SNES,1997,Nintendo,0,0,0.36,0,0.36
5236,Disney's The Haunted Mansion,PS2,2003,Take-Two Interactive,0.18,0.14,0,0.05,0.36
5254,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994,Konami Digital Entertainment,0,0,0.36,0,0.36
5256,Mega Man Zero Collection,DS,2010,Capcom,0.21,0.02,0.11,0.02,0.36
5264,Shrek,XB,2001,TDK Mediactive,0.25,0.1,0,0.01,0.36
