Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10138,Where the Wild Things Are,X360,2009,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.11
10149,Disney's Peter Pan: Return to Never Land,GBA,2002,Ubisoft,0.08,0.03,0,0,0.11
10150,The Fairly Odd Parents: Breakin Da Rules,XB,2003,THQ,0.08,0.02,0,0,0.11
10165,Space Chimps,X360,2008,Brash Entertainment,0.1,0,0,0.01,0.11
10177,The Smurfs 2,PS3,2013,Ubisoft,0.02,0.07,0,0.02,0.11
10189,HOP,DS,2011,505 Games,0.09,0.01,0,0.01,0.11
10219,Tonic Trouble,N64,1999,Ubisoft,0.09,0.02,0,0,0.11
10221,Chameleon Twist,N64,1997,Sunsoft,0.09,0.02,0,0,0.11
10243,Frogger: Helmet Chaos,PSP,2005,Konami Digital Entertainment,0.1,0,0,0.01,0.11
10265,Death Jr.: Root of Evil,Wii,2008,Eidos Interactive,0.1,0,0,0.01,0.11
