Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14396,Dr. Muto,GC,2002,Midway Games,0.02,0.01,0,0,0.03
14397,Airship Q,PSV,2015,Cygames,0,0,0.03,0,0.03
14479,Klonoa 2: Dream Champ Tournament,GBA,2002,Namco Bandai Games,0.02,0.01,0,0,0.03
14480,Shantae and the Pirate's Curse,3DS,2015,Intergrow,0,0,0.03,0,0.03
14495,Starshot: Space Circus Fever,N64,1998,Infogrames,0.02,0.01,0,0,0.03
14500,N+,PSP,2007,Atari,0.03,0,0,0,0.03
14529,Braid,PC,2009,Number None,0,0.02,0,0.01,0.03
14545,Disney's Aladdin,GBA,2003,Capcom,0.02,0.01,0,0,0.03
14555,Popeye: Rush for Spinach,GBA,2005,Atari,0.02,0.01,0,0,0.03
14593,Wallace & Gromit in Project Zoo,XB,2003,BAM! Entertainment,0.02,0.01,0,0,0.03
