Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1218,Die Hard Trilogy,PS,Fox Interactive,0.85,0.58,0,0.1,1.54
2368,Star Wars: Rebel Assault II - The Hidden Empire,PS,CTO SpA,0.49,0.33,0,0.06,0.88
2834,Area 51,PS,GT Interactive,0.4,0.27,0,0.05,0.72
3017,Contra: Legacy of War,PS,Konami Digital Entertainment,0.37,0.25,0,0.04,0.67
3667,Star Wars: Dark Forces,PS,LucasArts,0.31,0.21,0,0.04,0.55
4150,Alien Trilogy,PS,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47
5831,Virtua Cop 2,SAT,Sega,0,0,0.3,0,0.3
6255,Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,Namco Bandai Games,0,0,0.28,0,0.28
6752,Project Overkill,PS,Konami Digital Entertainment,0.14,0.09,0,0.02,0.25
7578,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,Namco Bandai Games,0,0,0.2,0,0.2
7799,Descent,PS,Interplay,0.11,0.07,0,0.01,0.19
7861,Hexen,N64,GT Interactive,0.15,0.04,0,0,0.19
8373,Bomberman B-Daman,SNES,Hudson Soft,0,0,0.17,0,0.17
10738,Blast Chamber,PS,Activision,0.05,0.04,0,0.01,0.1
11385,Robotron X,PS,GT Interactive,0.05,0.03,0,0.01,0.08
11959,Machine Head,PS,Eidos Interactive,0.04,0.03,0,0,0.07
13173,SD Gundam: Over Galaxian,PS,Namco Bandai Games,0,0,0.05,0,0.05
13218,Strikers 1945,SAT,Atlus,0,0,0.05,0,0.05
13909,PO'ed,PS,Time Warner Interactive,0.02,0.01,0,0,0.04
14248,PowerSlave,PS,BMG Interactive Entertainment,0.02,0.01,0,0,0.03
14478,Lethal Enforcers I & II,PS,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14521,BRAHMA Force: The Assault on Beltlogger 9,PS,JVC,0.02,0.01,0,0,0.03
15188,Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,Gaga,0,0,0.02,0,0.02
