Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1328,Game de Hakken!! Tamagotchi 2,GB,Namco Bandai Games,0,0,1.44,0.01,1.45
1688,Nuclear Strike,PS,Electronic Arts,0.66,0.45,0,0.08,1.19
1888,Densha De Go!,PS,Taito,0,0,1.02,0.07,1.09
2052,Monster Rancher,PS,Tecmo Koei,0.12,0.08,0.74,0.07,1.01
2341,Ace Combat 2,PS,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89
2606,Momotarou Dentetsu 7,PS,Hudson Entertainment,0,0,0.74,0.05,0.79
4594,Colony Wars,PS,Psygnosis,0.24,0.16,0,0.03,0.42
4736,Armored Core,PS,Sony Computer Entertainment,0.13,0.09,0.16,0.03,0.41
5191,MechWarrior 2: 31st Century Combat,PS,Activision,0.2,0.14,0,0.02,0.36
5672,The Conveni: Ano Machi wo Dokusen Seyo,PS,Human Entertainment,0,0,0.3,0.02,0.32
5786,Final Fantasy IV,PS,SquareSoft,0,0,0.29,0.02,0.31
5894,Macross Digital Mission VF-X,PS,Namco Bandai Games,0,0,0.28,0.02,0.3
5941,Future Cop L.A.P.D.,PS,Electronic Arts,0.16,0.11,0,0.02,0.3
6256,Armored Core: Project Phantasma,PS,From Software,0.06,0.04,0.15,0.02,0.28
7016,Harvest Moon GB,GB,Victor Interactive,0,0,0.23,0,0.23
10661,Ghost in the Shell,PS,Sony Computer Entertainment,0.06,0.04,0,0.01,0.1
11248,Wing Commander IV: The Price of Freedom,PS,Origin Systems,0.05,0.03,0,0.01,0.09
12116,TigerShark,PS,GT Interactive,0.04,0.03,0,0,0.07
13914,Darklight Conflict,PS,Electronic Arts,0.02,0.01,0,0,0.04
