Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4,Wii Sports Resort,Wii,Sports,Nintendo,15.75,11.01,3.28,2.96,33
9,New Super Mario Bros. Wii,Wii,Platform,Nintendo,14.59,7.06,4.7,2.26,28.62
15,Wii Fit Plus,Wii,Sports,Nintendo,9.09,8.59,2.53,1.79,22
37,Call of Duty: Modern Warfare 2,X360,Shooter,Activision,8.52,3.63,0.08,1.29,13.51
46,Pokemon HeartGold/Pokemon SoulSilver,DS,Action,Nintendo,4.4,2.77,3.96,0.77,11.9
56,Call of Duty: Modern Warfare 2,PS3,Shooter,Activision,4.99,3.69,0.38,1.63,10.69
84,The Sims 3,PC,Simulation,Electronic Arts,0.98,6.42,0,0.71,8.11
103,Just Dance,Wii,Misc,Ubisoft,3.51,3.03,0,0.73,7.27
120,Uncharted 2: Among Thieves,PS3,Action,Sony Computer Entertainment,3.27,2.25,0.21,1,6.73
134,Halo 3: ODST,X360,Shooter,Microsoft Game Studios,4.34,1.35,0.06,0.61,6.36
150,Dragon Quest IX: Sentinels of the Starry Skies,DS,Role-Playing,Nintendo,0.66,0.69,4.35,0.15,5.84
157,Assassin's Creed II,PS3,Action,Ubisoft,2.54,1.95,0.21,0.87,5.57
161,Forza Motorsport 3,X360,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51
170,Final Fantasy XIII,PS3,Role-Playing,Square Enix,1.74,1.24,1.87,0.52,5.36
177,Assassin's Creed II,X360,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27
197,Resident Evil 5,PS3,Action,Capcom,1.96,1.43,1.08,0.65,5.11
234,Mario & Sonic at the Olympic Winter Games,Wii,Sports,Sega,1.89,1.99,0.22,0.48,4.58
263,Batman: Arkham Asylum,PS3,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25
275,Street Fighter IV,PS3,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19
302,Left 4 Dead 2,X360,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99
304,EA Sports Active,Wii,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92
320,Mario & Luigi: Bowser's Inside Story,DS,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83
339,Friend Collection,DS,Misc,Nintendo,0,0,3.67,0,3.67
348,FIFA Soccer 10,PS3,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63
371,Mario & Sonic at the Olympic Winter Games,DS,Sports,Sega,1.22,1.66,0.27,0.38,3.52
372,Resident Evil 5,X360,Action,Capcom,2.11,0.94,0.12,0.34,3.51
376,Batman: Arkham Asylum,X360,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5
385,Borderlands,X360,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
397,The Legend of Zelda: Spirit Tracks,DS,Action,Nintendo,1.43,0.94,0.74,0.27,3.38
414,Gran Turismo (PSP),PSP,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
464,Killzone 2,PS3,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
484,Street Fighter IV,X360,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95
488,inFAMOUS,PS3,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94
517,Madden NFL 10,X360,Sports,Electronic Arts,2.52,0.09,0,0.22,2.83
536,Professor Layton and the Last Specter,DS,Puzzle,Nintendo,0.3,1.47,0.68,0.34,2.79
541,Tekken 6,PS3,Fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78
