Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
19,Super Mario World,SNES,Platform,Nintendo,12.78,3.75,3.54,0.55,20.61
216,Dr. Mario,NES,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85
392,F-1 Race,GB,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
447,Dragon Warrior IV,NES,Role-Playing,Enix Corporation,0.08,0,3.03,0.01,3.12
510,F-Zero,SNES,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85
589,Streets of Rage,GEN,Action,Sega,1.86,0.55,0.11,0.08,2.6
724,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Action,Konami Digital Entertainment,1.74,0.25,0.21,0.03,2.23
1192,Final Fight,SNES,Action,Capcom,0.67,0.17,0.69,0.03,1.56
1280,Nintendo World Cup,NES,Sports,Nintendo,0.28,0.5,0.65,0.05,1.48
1387,Final Fantasy III,NES,Role-Playing,SquareSoft,0,0,1.39,0.01,1.4
1697,Disney's Chip 'n Dale: Rescue Rangers,NES,Platform,Capcom,0.68,0.14,0.35,0.02,1.19
1728,Mega Man 3,NES,Platform,Capcom,0.68,0.1,0.39,0,1.17
1772,Qix,GB,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15
1794,Pilotwings,SNES,Simulation,Nintendo,0.46,0.17,0.48,0.02,1.14
5495,Extra Bases,GB,Sports,Namco Bandai Games,0,0,0.33,0,0.33
5864,Famista '91,NES,Sports,Namco Bandai Games,0,0,0.3,0,0.3
