Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2,Super Mario Bros.,NES,Platform,Nintendo,29.08,3.58,6.81,0.77,40.24
375,Kung Fu,NES,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
870,Soccer,NES,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96
1262,Ice Climber,NES,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5
1492,Gyromite,NES,Puzzle,Nintendo,0.73,0.16,0.4,0.03,1.32
1975,Tag Team Match M.U.S.C.L.E.,NES,Fighting,Namco Bandai Games,0,0,1.05,0,1.05
2022,Bomberman,NES,Puzzle,Hudson Soft,0.18,0,0.85,0,1.03
2061,1942,NES,Shooter,Capcom,0.65,0.14,0.21,0,1
2261,Balloon Fight,NES,Platform,Nintendo,0.39,0.09,0.43,0.01,0.92
3909,Wrecking Crew,NES,Platform,Nintendo,0,0,0.51,0,0.51
4339,Ghostbusters,2600,Puzzle,Activision,0.42,0.03,0,0,0.45
4729,Dig Dug,NES,Puzzle,Namco Bandai Games,0,0,0.41,0,0.41
14338,Alter Ego,PC,Simulation,Activision,0,0.03,0,0.01,0.03
15870,Strongest Tokyo University Shogi DS,DS,Action,Mycom,0,0,0.02,0,0.02
