Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,Nintendo,1.85,1.2,1.54,0.37,4.96
289,World of Warcraft: The Burning Crusade,PC,Activision,2.57,1.52,0,0,4.09
425,Crisis Core: Final Fantasy VII,PSP,Square Enix,1.35,0.6,0.8,0.44,3.19
446,The Elder Scrolls IV: Oblivion,PS3,Ubisoft,1.69,0.87,0.14,0.42,3.12
490,Mass Effect,X360,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
596,Monster Hunter Freedom 2,PSP,Capcom,0.37,0.27,1.75,0.18,2.58
1114,Dragon Quest IV: Chapters of the Chosen,DS,Square Enix,0.32,0.02,1.27,0.03,1.64
1392,Final Fantasy XII: Revenant Wings,DS,Square Enix,0.34,0.42,0.54,0.1,1.39
1745,Final Fantasy Tactics: The War of the Lions,PSP,Square Enix,0.45,0.25,0.3,0.16,1.16
2272,Lost Odyssey,X360,Microsoft Game Studios,0.45,0.27,0.11,0.09,0.92
2416,The World Ends With You,DS,Square Enix,0.54,0.06,0.21,0.05,0.86
2560,Final Fantasy XI: Wings of the Goddess,PS2,Square Enix,0.35,0.27,0.09,0.09,0.81
2604,Final Fantasy Tactics A2: Grimoire of the Rift,DS,Square Enix,0.42,0.03,0.3,0.04,0.79
2732,Spectrobes,DS,Disney Interactive Studios,0.67,0.03,0,0.06,0.75
2861,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,Square Enix,0.18,0.01,0.5,0.02,0.71
2897,Two Worlds,X360,SouthPeak Games,0.41,0.23,0,0.07,0.71
3010,Final Fantasy Crystal Chronicles: Ring of Fates,DS,Square Enix,0.22,0.01,0.42,0.02,0.67
3128,Star Ocean: First Departure,PSP,Square Enix,0.2,0.14,0.22,0.09,0.65
3225,Shin Megami Tensei: Persona 3 FES,PS2,Tecmo Koei,0.22,0.2,0.16,0.05,0.63
3429,Final Fantasy Anniversary Edition,PSP,Square Enix,0.39,0.02,0.13,0.04,0.59
3563,Odin Sphere,PS2,Square Enix,0.23,0.18,0.09,0.06,0.56
3926,Final Fantasy II Anniversary Edition,PSP,Square Enix,0.36,0.03,0.07,0.04,0.51
4179,Shadowrun,X360,Microsoft Game Studios,0.41,0.02,0,0.04,0.47
4735,Rogue Galaxy: Director's Cut,PS2,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41
4873,Naruto: Path of the Ninja,DS,D3Publisher,0.37,0,0,0.03,0.4
5099,Kingdom Under Fire: Circle of Doom,X360,Microsoft Game Studios,0.18,0.12,0.04,0.04,0.37
5361,Etrian Odyssey,DS,Nintendo,0.2,0.03,0.09,0.02,0.34
5455,Digimon World: Dawn / Dusk,DS,Namco Bandai Games,0.14,0,0.18,0.01,0.33
5550,Eternal Sonata,X360,Atari,0.19,0.04,0.08,0.02,0.33
5555,Folklore,PS3,Sony Computer Entertainment,0.2,0.05,0.05,0.03,0.33
5943,Final Fantasy XI: Wings of the Goddess,X360,Square Enix,0.25,0,0.02,0.02,0.3
6208,Soul Nomad & the World Eaters,PS2,Tecmo Koei,0.14,0.11,0,0.04,0.28
6471,Tales of Innocence,DS,Namco Bandai Games,0,0,0.26,0,0.26
6485,Phantasy Star Universe: Ambition of the Illuminus,PS2,Sega,0.1,0.08,0.05,0.03,0.26
6850,Luminous Arc,DS,Rising Star Games,0.16,0,0.06,0.01,0.24
7330,Final Fantasy Fables: Chocobo's Dungeon,Wii,Square Enix,0.09,0,0.11,0.01,0.21
7456,Dragon Ball Z: Harukanaru Densetsu,DS,Namco Bandai Games,0.19,0,0,0.02,0.21
7504,Enchanted Arms,PS3,Ubisoft,0.17,0.01,0,0.02,0.2
8031,Ar tonelico 2: Melody of Metafalica,PS2,Nippon Ichi Software,0.04,0.03,0.11,0.01,0.18
8306,.hack//G.U. Vol.3//Redemption,PS2,Namco Bandai Games,0,0,0.17,0,0.17
8617,Rondo of Swords (US sales),DS,Success,0.16,0,0,0,0.16
