Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
272,Uncharted 4: A Thief's End,PS4,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2
352,Tom Clancy's The Division,PS4,Ubisoft,1.28,1.61,0.15,0.57,3.61
847,Tom Clancy's The Division,XOne,Ubisoft,1.2,0.62,0,0.18,2.01
1028,Overwatch,PS4,Activision,0.64,0.68,0.14,0.26,1.73
1391,Doom (2016),PS4,Bethesda Softworks,0.49,0.66,0.02,0.22,1.39
2446,Overwatch,XOne,Activision,0.52,0.25,0,0.08,0.85
2993,Doom (2016),XOne,Bethesda Softworks,0.39,0.23,0,0.06,0.68
4352,Plants vs. Zombies: Garden Warfare 2,PS4,Electronic Arts,0.17,0.21,0,0.07,0.45
4432,Plants vs. Zombies: Garden Warfare 2,XOne,Electronic Arts,0.26,0.15,0,0.04,0.44
4511,Overwatch,PC,Activision,0.22,0.18,0,0.04,0.43
5106,Tom Clancy's The Division,PC,Ubisoft,0.2,0.14,0,0.03,0.37
5290,Star Fox: Zero,WiiU,Nintendo,0.16,0.1,0.07,0.03,0.35
5731,Homefront: The Revolution,PS4,Deep Silver,0.05,0.19,0.03,0.04,0.31
7182,Battleborn,PS4,Take-Two Interactive,0.09,0.08,0.01,0.04,0.22
7653,BioShock The Collection,PS4,Take-Two Interactive,0.05,0.11,0.01,0.03,0.2
8140,Doom (2016),PC,Bethesda Softworks,0.06,0.1,0,0.01,0.18
9648,Battleborn,XOne,Take-Two Interactive,0.08,0.04,0,0.01,0.13
9702,Homefront: The Revolution,XOne,Deep Silver,0.05,0.07,0,0.01,0.12
11552,BioShock The Collection,XOne,Take-Two Interactive,0.03,0.04,0,0.01,0.08
12007,Battleborn,PC,Take-Two Interactive,0.03,0.03,0,0.01,0.07
12135,Resident Evil 6,PS4,Capcom,0.05,0,0,0.01,0.07
12525,Destiny: The Collection,PS4,Activision,0.01,0.04,0,0.01,0.06
13438,Plants vs. Zombies: Garden Warfare 2,PC,Electronic Arts,0,0.04,0,0,0.05
13952,Resident Evil 6,XOne,Capcom,0.03,0,0,0,0.04
13996,Destiny: The Collection,XOne,Activision,0.01,0.02,0,0,0.04
14140,Resident Evil 4 HD,PS4,Capcom,0.03,0,0,0.01,0.03
15342,Homefront: The Revolution,PC,Deep Silver,0,0.02,0,0,0.02
15601,Call of Duty: Modern Warfare Trilogy,PS3,Activision,0,0.01,0,0,0.02
15807,Call of Duty: Modern Warfare Trilogy,X360,Activision,0.01,0.01,0,0,0.02
15855,Assault Suit Leynos,PS4,Rising Star Games,0.01,0,0,0,0.02
15949,Touhou Genso Rondo: Bullet Ballet,PS4,Nippon Ichi Software,0.01,0,0,0,0.02
16572,Resident Evil 4 HD,XOne,Capcom,0.01,0,0,0,0.01
