Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2615,Armored Core 2,PS2,Ubisoft,0.28,0.22,0.23,0.07,0.79
2934,Mobile Suit Gundam: Journey to Jaburo,PS2,Namco Bandai Games,0.16,0.13,0.36,0.04,0.7
5238,Dance Dance Revolution 3rdMix,PS,Konami Digital Entertainment,0,0,0.33,0.02,0.36
5631,Sky Odyssey,PS2,Sony Computer Entertainment,0.16,0.12,0,0.04,0.32
6496,Star Trek: Invasion,PS,Activision,0.15,0.1,0,0.02,0.26
6525,Star Wars Episode I: Battle for Naboo,N64,LucasArts,0.21,0.05,0,0,0.26
8945,DrumMania,PS2,Konami Digital Entertainment,0,0,0.15,0,0.15
9717,Colony Wars III: Red Sun,PS,Psygnosis,0.07,0.05,0,0.01,0.12
10235,GunGriffon Blaze,PS2,Swing! Entertainment,0.05,0.04,0,0.01,0.11
11093,Sidewinder Max,PS2,Asmik Ace Entertainment,0,0,0.09,0,0.09
12278,Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,Konami Digital Entertainment,0,0,0.06,0,0.06
13178,BeatMania IIDX 3rd Style,PS2,Konami Digital Entertainment,0,0,0.05,0,0.05
13289,The Sims,PC,Electronic Arts,0.01,0.03,0,0.01,0.05
13605,Dance Dance Revolution Disney Mix,PS,Konami Digital Entertainment,0.02,0.02,0,0,0.04
15654,Airline Tycoon,PC,Interplay,0,0.01,0,0,0.02
