Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
434,Ace Combat 04: Shattered Skies,PS2,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17
436,Animal Crossing,GC,Nintendo,1.92,0.16,0.99,0.09,3.15
757,The Sims: House Party,PC,Electronic Arts,1.23,0.83,0,0.1,2.16
909,Star Wars Rogue Leader: Rogue Squadron II,GC,LucasArts,1.03,0.75,0.03,0.09,1.9
956,The Sims: Hot Date,PC,Electronic Arts,1.81,0,0,0,1.82
1004,Star Wars: Starfighter,PS2,Activision,0.61,0.87,0.02,0.26,1.76
1801,Mobile Suit Gundam: Federation vs. Zeon,PS2,Atari,0.12,0.1,0.88,0.03,1.14
2247,Top Gun: Combat Zones,PS2,Titus,0.45,0.35,0,0.12,0.92
4544,Mobile Suit Gundam: Zeonic Front,PS2,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43
4674,Star Wars Starfighter: Special Edition,XB,LucasArts,0.3,0.1,0,0.02,0.42
4749,Armored Core 2: Another Age,PS2,Metro 3D,0.11,0.08,0.19,0.03,0.41
5187,Monster Rancher 3,PS2,Tecmo Koei,0.11,0.09,0.14,0.03,0.36
5382,Thunderstrike: Operation Phoenix,PS2,Eidos Interactive,0.17,0.13,0,0.04,0.34
5646,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,ASCII Entertainment,0,0,0.32,0,0.32
5760,Doubutsu no Mori,N64,Nintendo,0,0,0.26,0.05,0.31
7251,Lethal Skies Elite Pilot: Team SW,PS2,Sammy Corporation,0.11,0.08,0,0.03,0.22
8971,Dance Dance Revolution (North America),PS,Konami Digital Entertainment,0.08,0.06,0,0.01,0.15
9580,City Crisis,PS2,Take-Two Interactive,0.06,0.05,0,0.02,0.13
11499,Pilot ni Narou! 2,PS2,Victor Interactive,0,0,0.08,0,0.08
12374,Jurassic Park III: Park Builder,GBA,Konami Digital Entertainment,0.04,0.02,0,0,0.06
12408,Densha De Go! 3 Tsuukinhen,PS2,Taito,0,0,0.06,0,0.06
13188,BeatMania IIDX 4th Style: New Songs Collection,PS2,Konami Digital Entertainment,0,0,0.05,0,0.05
13331,Microsoft Train Simulator,PC,Microsoft Game Studios,0,0.04,0,0.01,0.05
13570,True Love Story 3,PS2,Enterbrain,0,0,0.04,0,0.04
14793,DrumMania 7th Mix,PS2,Konami Digital Entertainment,0,0,0.03,0,0.03
14869,A Ressha de Gyoukou 2001,PS2,ArtDink,0,0,0.03,0,0.03
15368,Dance Dance Revolution Extra Mix,PS,Konami Digital Entertainment,0,0,0.02,0,0.02
16070,IL-2 Sturmovik,PC,Blue Byte,0,0.01,0,0,0.01
