Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
176,Donkey Kong 64,N64,Nintendo,3.33,0.79,1.09,0.06,5.27
201,Super Mario Bros.,GB,Nintendo,3.4,1.3,0.15,0.22,5.07
369,Spyro 2: Ripto's Rage!,PS,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
1131,Ape Escape,PS,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63
2237,Toy Story 2: Buzz Lightyear to the Rescue!,N64,Activision,0.71,0.2,0,0.01,0.93
2805,Croc 2,PS,Fox Interactive,0.41,0.28,0,0.05,0.73
3159,Castlevania,N64,Konami Digital Entertainment,0.44,0.1,0.04,0.05,0.64
3160,Rayman 2: The Great Escape,N64,Ubisoft,0.4,0.22,0,0.02,0.64
3776,Gex 3: Deep Cover Gecko,PS,Eidos Interactive,0.3,0.2,0,0.03,0.53
4834,Bugs Bunny: Lost in Time,PS,Infogrames,0.22,0.15,0,0.03,0.4
5804,40 Winks,PS,GT Interactive,0.17,0.12,0,0.02,0.31
6083,Tomba! 2: The Evil Swine Return,PS,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29
7417,Gex 3: Deep Cover Gecko,N64,Crave Entertainment,0.17,0.04,0,0,0.21
8331,Glover,PS,Atari,0.09,0.06,0,0.01,0.17
9483,Castlevania: Legacy of Darkness,N64,Konami Digital Entertainment,0.06,0.02,0.05,0,0.13
9819,Earthworm Jim 3D,N64,Interplay,0.1,0.02,0,0,0.12
9820,Rocket: Robot on Wheels,N64,Ubisoft,0.1,0.02,0,0,0.12
10219,Tonic Trouble,N64,Ubisoft,0.09,0.02,0,0,0.11
