Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
72,Donkey Kong Country,SNES,Platform,Nintendo,4.36,1.71,3,0.23,9.3
185,Super Mario Land 3: Wario Land,GB,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19
306,Donkey Kong Land,GB,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91
354,Doom II: Hell on Earth,PC,Shooter,Virgin Interactive,2.05,1.4,0,0.16,3.61
390,Final Fantasy III,SNES,Role-Playing,SquareSoft,0.86,0,2.55,0.02,3.42
456,Donkey Kong,GB,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
522,Myst,PC,Adventure,Red Orb,0.02,2.79,0,0,2.81
655,Monopoly,PC,Misc,Hasbro Interactive,1.49,0.81,0,0.1,2.39
808,Warcraft: Orcs & Humans,PC,Strategy,Activision,0.89,1.08,0,0.11,2.08
876,Star Wars: Dark Forces,PC,Shooter,LucasArts,1.09,0.77,0,0.09,1.95
954,Sonic & Knuckles,GEN,Platform,Sega,1.24,0.43,0.03,0.12,1.82
970,Disney's The Lion King,SNES,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79
993,Sonic the Hedgehog 3,GEN,Platform,Sega,1.02,0.47,0.2,0.07,1.76
1223,Mortal Kombat 3,SNES,Fighting,Acclaim Entertainment,1.19,0.29,0,0.05,1.53
1362,Super Metroid,SNES,Action,Nintendo,0.57,0.12,0.71,0.02,1.42
1374,Disney's The Lion King,GEN,Platform,Virgin Interactive,0.97,0.37,0.03,0.05,1.41
1395,NBA Jam,SNES,Sports,Acclaim Entertainment,1.19,0.16,0,0.03,1.39
1460,Mortal Kombat 3,GEN,Fighting,Acclaim Entertainment,1.03,0.27,0,0.04,1.34
1569,Battle Arena Toshinden,PS,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27
1843,NBA Jam Tournament Edition,GEN,Sports,Acclaim Entertainment,0.95,0.14,0,0.03,1.11
1925,Virtua Fighter,SAT,Fighting,Sega,0.17,0.12,0.77,0.02,1.07
2291,Super Momotarou Dentetsu III,SNES,Simulation,Hudson Soft,0,0,0.91,0,0.91
2381,Derby Stallion II,SNES,Sports,ASCII Entertainment,0,0,0.87,0,0.87
2536,Kamaitachi no Yoru,SNES,Adventure,ChunSoft,0,0,0.81,0,0.81
2539,Super Bomberman 2,SNES,Puzzle,Hudson Soft,0,0,0.81,0,0.81
2552,EarthBound,SNES,Role-Playing,Nintendo,0,0,0.81,0,0.81
2603,Ridge Racer,PS,Racing,Sony Computer Entertainment,0,0,0.74,0.05,0.79
2636,Doom,PS,Shooter,Infogrames,0.43,0.3,0,0.05,0.78
2908,Super Bomberman 3,SNES,Puzzle,Hudson Soft,0,0,0.7,0,0.7
2940,Fire Emblem: Monsh? no Nazo,SNES,Role-Playing,Nintendo,0,0,0.7,0,0.7
3437,Kirby's Dream Course,SNES,Sports,Nintendo,0,0,0.59,0,0.59
3507,Theme Park,PS,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57
3611,Fatal Fury Special,SNES,Fighting,Takara,0,0,0.56,0,0.56
3638,Daytona USA,SAT,Racing,Sega,0,0,0.55,0,0.55
3783,Romance of the Three Kingdoms IV: Wall of Fire,SNES,Strategy,Tecmo Koei,0,0,0.53,0,0.53
3814,J-League Soccer: Prime Goal 2,SNES,Sports,Namco Bandai Games,0,0,0.53,0,0.53
4295,Space Invaders,SNES,Shooter,Taito,0,0,0.46,0,0.46
4390,NHL FaceOff,PS,Sports,Sony Computer Entertainment,0.25,0.17,0,0.03,0.45
4524,Wonder Project J: Kikai no Shonen Pino,SNES,Simulation,Enix Corporation,0,0,0.43,0,0.43
4769,Jikkyou Powerful Pro Yakuu '94,SNES,Sports,Konami Digital Entertainment,0,0,0.41,0,0.41
4817,Samurai Shodown,SNES,Fighting,Takara,0,0,0.4,0,0.4
4962,Super Famista 3,SNES,Sports,Namco Bandai Games,0,0,0.39,0,0.39
5016,ESPN Extreme Games,PS,Sports,Sony Computer Entertainment,0.11,0.08,0.17,0.03,0.38
5103,Kileak: The DNA Imperative,PS,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37
5117,Super Formation Soccer 94,SNES,Sports,Human Entertainment,0,0,0.37,0,0.37
5144,Super Robot Taisen EX,SNES,Strategy,Banpresto,0,0,0.37,0,0.37
5149,Shin Megami Tensei II,SNES,Role-Playing,Atlus,0,0,0.37,0,0.37
5168,Zero4 Champ RR,SNES,Sports,Media Rings,0,0,0.36,0,0.36
5175,Super Fire ProWrestling Special,SNES,Fighting,Human Entertainment,0,0,0.36,0,0.36
5219,Breath of Fire II,SNES,Role-Playing,Laguna,0,0,0.36,0,0.36
5254,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,Platform,Konami Digital Entertainment,0,0,0.36,0,0.36
5496,Super Power League 2,SNES,Sports,Hudson Soft,0,0,0.33,0,0.33
5535,Parodius,PS,Shooter,Konami Digital Entertainment,0,0,0.31,0.02,0.33
5674,Live A Live,SNES,Role-Playing,SquareSoft,0,0,0.32,0,0.32
5819,Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,Fighting,Namco Bandai Games,0,0,0.31,0,0.31
5870,Decathlete,SAT,Sports,Sega,0,0,0.3,0,0.3
5883,Daikaijyuu Monogatari,SNES,Role-Playing,Hudson Soft,0,0,0.3,0,0.3
6004,Itadaki Street 2: Neon Sign wa Bara Iro ni,SNES,Misc,Enix Corporation,0,0,0.29,0,0.29
6119,International Superstar Soccer,SNES,Sports,Konami Digital Entertainment,0,0,0.28,0,0.28
6231,SimCity 2000,SAT,Simulation,Sega,0,0,0.28,0,0.28
6310,Slam Dunk: Yonkyo Taiketsu!!,SNES,Sports,Namco Bandai Games,0,0,0.27,0,0.27
6370,Thoroughbred Breeder II,SNES,Simulation,Hect,0,0,0.27,0,0.27
6475,Virtua Racing,GEN,Racing,Sega,0,0,0.26,0,0.26
6633,Galactic Attack,SAT,Shooter,Acclaim Entertainment,0,0,0.25,0,0.25
6643,A. IV Evolution: A Ressha de Ikou 4,PS,Strategy,ArtDink,0,0,0.24,0.02,0.25
