Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9225,Doukyuusei,TG16,NEC,0,0,0.14,0,0.14
10418,D,PS,Acclaim Entertainment,0,0,0.1,0.01,0.11
11742,Myst,PS,Psygnosis,0,0,0.07,0,0.07
12441,Kekkon: Marriage,SAT,Shogakukan,0,0,0.06,0,0.06
12594,Tenchi Muyou! Ryoukouki Gokuraku,SAT,Yumedia,0,0,0.06,0,0.06
12637,Policenauts,3DO,Konami Digital Entertainment,0,0,0.06,0,0.06
12905,Jirou Akagawa: Majotachi no Nemuri,SNES,Pack-In-Video,0,0,0.05,0,0.05
13237,Kekkon Zenya,SAT,Shogakukan,0,0,0.05,0,0.05
14229,Night Head: The Labyrinth,PS,Fuji,0,0,0.03,0,0.03
14340,Rampo,SAT,Sega,0,0,0.03,0,0.03
14907,Doki Oki,PS,Banpresto,0,0,0.02,0,0.03
15317,Aquanaut's Holiday,PS,Sony Computer Entertainment,0.01,0.01,0,0,0.02
16557,Psychic Detective,PS,Electronic Arts,0.01,0,0,0,0.01
