Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12,Mario Kart DS,DS,Nintendo,9.81,7.57,4.13,1.92,23.42
253,Need for Speed: Most Wanted,PS2,Electronic Arts,2.03,1.79,0.08,0.47,4.37
341,Midnight Club 3: DUB Edition,PSP,Take-Two Interactive,1.65,1.22,0,0.79,3.66
790,Need for Speed: Most Wanted 5-1-0,PSP,Electronic Arts,1.77,0.13,0.02,0.18,2.1
1485,Need for Speed Underground Rivals,PSP,Electronic Arts,0.69,0.38,0.02,0.24,1.32
1532,Need for Speed: Most Wanted,X360,Electronic Arts,1,0.17,0.02,0.1,1.29
1539,Midnight Club 3: DUB Edition (America weekly sales),PS2,Take-Two Interactive,1.22,0.05,0,0.01,1.29
1984,Forza Motorsport,XB,Microsoft Game Studios,0.52,0.51,0,0.02,1.05
2007,Need for Speed: Most Wanted,XB,Electronic Arts,0.53,0.46,0,0.05,1.04
2013,WipEout Pure,PSP,Sony Computer Entertainment,0.47,0.34,0,0.22,1.04
2015,MX vs. ATV Unleashed,PS2,THQ,0.86,0.03,0,0.14,1.03
2301,Burnout Revenge,PS2,Electronic Arts,0.75,0.03,0,0.12,0.9
2444,Burnout Legends,PSP,Electronic Arts,0.7,0.06,0,0.09,0.85
2780,Midnight Club 3: DUB Edition,XB,Take-Two Interactive,0.61,0.1,0,0.03,0.74
3197,NASCAR 06: Total Team Control,PS2,Electronic Arts,0.53,0.02,0,0.09,0.63
3369,PGR3 - Project Gotham Racing 3,X360,Microsoft Game Studios,0.49,0.03,0.03,0.05,0.6
3510,ATV Offroad Fury: Blazin' Trails,PSP,SouthPeak Games,0.53,0,0,0.04,0.57
3587,Need for Speed: Most Wanted,GC,Electronic Arts,0.43,0.11,0,0.02,0.56
3682,Jak X: Combat Racing,PS2,Sony Computer Entertainment,0.45,0.02,0,0.07,0.55
3703,Crash Tag Team Racing,PS2,Vivendi Games,0.27,0.21,0,0.07,0.54
3788,Burnout Revenge,XB,Electronic Arts,0.32,0.19,0,0.01,0.53
3811,Juiced,PS2,THQ,0.26,0.2,0,0.07,0.53
4187,L.A. Rush,PS2,Midway Games,0.23,0.18,0,0.06,0.47
4844,MX vs. ATV Unleashed,XB,THQ,0.32,0.07,0,0.01,0.4
4878,Suzuki TT Superbikes,PS2,Jester Interactive,0.33,0.01,0,0.05,0.4
5422,Herbie: Fully Loaded,GBA,Disney Interactive Studios,0.24,0.09,0,0.01,0.34
5902,Need for Speed: Most Wanted,PC,Electronic Arts,0.02,0.23,0,0.05,0.3
6020,Ford Mustang: The Legend Lives,PS2,Take-Two Interactive,0.14,0.11,0,0.04,0.29
6280,Need for Speed: Most Wanted,DS,Electronic Arts,0.24,0.01,0,0.02,0.27
