Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
195,Microsoft Flight Simulator,PC,Microsoft Game Studios,3.22,1.69,0,0.2,5.12
1325,Tamagotchi,GB,Namco Bandai Games,0,0,1.44,0.01,1.45
1647,SimCity 2000,PS,Maxis,0.68,0.46,0,0.08,1.22
1720,Soviet Strike,PS,Electronic Arts,0.65,0.44,0,0.08,1.17
1821,Pilotwings 64,N64,Nintendo,0.56,0.24,0.3,0.02,1.12
5044,Tokimeki Memorial: Forever with You,SAT,Konami Digital Entertainment,0,0,0.38,0,0.38
6302,Gunship,PS,Microprose,0.15,0.1,0,0.02,0.27
8594,Wonder Project J2: Koruro no Mori no Josette,N64,Enix Corporation,0,0,0.12,0.04,0.16
9608,Black Dawn,PS,Virgin Interactive,0.07,0.05,0,0.01,0.13
10920,Bogey: Dead 6,PS,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09
11164,Sotsugyou Crossworld,PS,Hearty Robin,0,0,0.08,0.01,0.09
12062,Strike Point,PS,Elite,0.04,0.03,0,0,0.07
12651,Tanjou S Debut,SAT,NEC Interchannel,0,0,0.06,0,0.06
