Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
203,Tony Hawk's Pro Skater,PS,Activision,3.42,1.38,0.02,0.2,5.02
917,Hot Shots Golf 2,PS,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88
968,NFL GameDay 2000,PS,989 Studios,1,0.68,0,0.12,1.8
1354,Triple Play 2000,PS,Electronic Arts,0.79,0.54,0,0.09,1.43
1679,NFL 2K,DC,Sega,1.12,0.05,0,0.02,1.2
1806,Derby Stallion 99,PS,ASCII Entertainment,0,0,1.06,0.07,1.13
1926,Championship Manager 99/00,PC,Eidos Interactive,0,0.98,0,0.09,1.07
2186,NCAA Football 2000,PS,Electronic Arts,0.53,0.36,0,0.06,0.95
2213,MLB 2000,PS,Sony Computer Entertainment,0.52,0.35,0,0.06,0.94
2543,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,Konami Digital Entertainment,0,0,0.76,0.05,0.81
3271,Bass Landing,PS,ASCII Entertainment,0.21,0.14,0.23,0.04,0.62
3328,Madden NFL 2000,N64,Electronic Arts,0.58,0.02,0,0,0.61
3415,Ready 2 Rumble Boxing,N64,Midway Games,0.47,0.11,0,0.01,0.59
3501,NFL Blitz 2000,N64,Midway Games,0.55,0.02,0,0,0.58
3631,NBA Showtime: NBA on NBC,PS,Midway Games,0.31,0.21,0,0.04,0.55
3910,International Superstar Soccer 2000 (All region sales),N64,Konami Digital Entertainment,0.01,0.26,0.22,0.02,0.51
4131,NFL Xtreme 2,PS,989 Studios,0.27,0.18,0,0.03,0.48
4236,Razor Freestyle Scooter,PS,Ubisoft,0.26,0.17,0,0.03,0.46
4416,NBA Live 2000,N64,Electronic Arts,0.42,0.02,0,0,0.44
4626,Jikkyou Powerful Pro Yakyuu 6,N64,Konami Digital Entertainment,0,0,0.39,0.03,0.42
4814,NBA ShootOut 2000,PS,989 Studios,0.22,0.15,0,0.03,0.4
4824,NCAA GameBreaker 2000,PS,989 Studios,0.22,0.15,0,0.03,0.4
4830,NFL Quarterback Club 2000,N64,Acclaim Entertainment,0.37,0.03,0,0,0.4
4932,All-Star Baseball 2000,N64,Acclaim Entertainment,0.36,0.03,0,0,0.39
5056,NCAA Final Four 2000,PS,989 Sports,0.21,0.14,0,0.02,0.38
5146,Bottom of the 9th,N64,Konami Digital Entertainment,0.37,0,0,0,0.37
5261,J-League Pro Soccer Club o Tsukurou!,DC,Sega,0,0,0.36,0,0.36
5492,World Stadium 3,PS,Namco Bandai Games,0,0,0.31,0.02,0.33
5586,Championship Bass,PS,Electronic Arts,0.18,0.12,0,0.02,0.32
5648,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,Konami Digital Entertainment,0,0,0.3,0.02,0.32
5699,Virtua Striker 2,DC,Sega,0,0,0.32,0,0.32
5759,Bass Hunter 64,N64,Take-Two Interactive,0.25,0.06,0,0,0.31
5980,Fisherman's Bait 2: Big Ol' Bass,PS,Konami Digital Entertainment,0.16,0.11,0,0.02,0.29
6030,Ken Griffey Jr.'s Slugfest,N64,Nintendo,0.23,0.06,0,0,0.29
6149,Triple Play 2000,N64,Electronic Arts,0.27,0.01,0,0,0.28
6458,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,Konami Digital Entertainment,0,0,0.25,0.02,0.26
6597,NHL Rock the Rink,PS,Electronic Arts,0.14,0.1,0,0.02,0.26
6687,NBA Showtime: NBA on NBC,N64,Midway Games,0.23,0.02,0,0,0.25
6694,NBA Courtside 2 featuring Kobe Bryant,N64,Nintendo,0.2,0.05,0,0,0.25
6986,Pro Yakyuu Team o Tsukurou!,DC,Sega,0,0,0.23,0,0.23
7208,Barbie Super Sports,PS,Mattel Interactive,0.12,0.08,0,0.01,0.22
7911,Big Air,PS,Accolade,0.1,0.07,0,0.01,0.19
7913,Gallop Racer,PS,Tecmo Koei,0,0,0.18,0.01,0.19
8051,International Superstar Soccer 2000 (JP weekly sales),N64,Konami Digital Entertainment,0,0,0.18,0,0.18
8278,Power Pro Kun Pocket,GB,Konami Digital Entertainment,0,0,0.17,0,0.17
8892,Winning Post 4,PS,Tecmo Koei,0,0,0.14,0.01,0.15
9155,Bassmasters 2000,N64,THQ,0.11,0.03,0,0,0.14
9482,NBA Jam 2000,N64,Acclaim Entertainment,0.12,0.01,0,0,0.13
9587,Surf Riders,PS,Ubisoft,0.07,0.05,0,0.01,0.13
10068,International Track & Field 2000,PS,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11
10218,Snowboard Kids 2,N64,Atlus,0.09,0.02,0,0,0.11
10351,Black Bass with Blue Marlin,PS,Starfish,0.06,0.04,0,0.01,0.11
11186,Derby Stallion,SAT,ASCII Entertainment,0,0,0.09,0,0.09
11234,Sega Bass Fishing,DC,Sega,0,0,0.09,0,0.09
12507,Brunswick Circuit Pro Bowling,N64,THQ,0.05,0.01,0,0,0.06
12699,Interplay Sports Baseball 2000,PS,Interplay,0.03,0.02,0,0,0.06
12945,Bass Rise,PS,Namco Bandai Games,0.03,0.02,0,0,0.05
13085,NHL Blades of Steel '99,N64,Konami Digital Entertainment,0.05,0,0,0,0.05
13114,All Star Tennis 99,N64,Ubisoft,0.04,0.01,0,0,0.05
13215,NBA 2K,DC,Sega,0,0,0.05,0,0.05
13848,NHL Blades of Steel 2000,PS,Konami Digital Entertainment,0.02,0.01,0,0,0.04
15375,Super Bowling,N64,Athena,0.02,0,0,0,0.02
