Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
548,Pokémon Stadium 2,N64,Nintendo,1.02,0.36,1.13,0.23,2.73
1465,Command & Conquer: Red Alert 2,PC,Electronic Arts,1.32,0.02,0,0,1.34
2184,Kessen,PS2,Electronic Arts,0.27,0.21,0.41,0.07,0.95
2587,Super Robot Taisen α,PS,Banpresto,0,0,0.75,0.05,0.8
3518,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PS,Namco Bandai Games,0,0,0.54,0.04,0.57
4125,Theme Park Roller Coaster,PS2,Electronic Arts,0.23,0.18,0,0.06,0.48
5020,SD Gundam G Generation-F,PS,Namco Bandai Games,0,0,0.36,0.02,0.38
5685,Romance of the Three Kingdoms VII,PS2,Tecmo Koei,0.08,0.06,0.16,0.02,0.32
7507,Trade & Battle: Card Hero,GB,Nintendo,0,0,0.2,0,0.2
8308,Super Robot Taisen Compact 2 Dai-1-Bu,WS,Namco Bandai Games,0,0,0.17,0,0.17
8590,Starcraft 64,N64,Nintendo,0.13,0.03,0,0,0.16
9057,Age of Empires: Collector's Edition,PC,Ubisoft,0.02,0.1,0,0.02,0.14
10066,Ring of Red,PS2,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11
11984,Battlezone: Rise of the Black Dogs,N64,Crave Entertainment,0.06,0.01,0,0,0.07
12773,A-Train 6,PS2,Midas Interactive Entertainment,0,0,0.06,0,0.06
15505,Hogs of War,PS,Infogrames,0.01,0.01,0,0,0.02
