Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
40,Super Smash Bros. Brawl,Wii,2008,Nintendo,6.75,2.61,2.66,1.02,13.04
98,Super Smash Bros. for Wii U and 3DS,3DS,2014,Nintendo,3.24,1.35,2.42,0.43,7.45
106,Tekken 3,PS,1998,Sony Computer Entertainment,3.27,2.22,1.4,0.29,7.16
108,Super Smash Bros. Melee,GC,2001,Nintendo,4.41,1.04,1.39,0.22,7.07
137,Street Fighter II: The World Warrior,SNES,1992,Capcom,2.47,0.83,2.87,0.12,6.3
153,Tekken 2,PS,1996,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74
158,Super Smash Bros.,N64,1999,Nintendo,2.95,0.6,1.97,0.04,5.55
204,Super Smash Bros. for Wii U and 3DS,WiiU,2014,Nintendo,2.59,1.06,0.8,0.57,5.02
275,Street Fighter IV,PS3,2009,Capcom,2.02,1.06,0.58,0.53,4.19
286,Street Fighter II Turbo,SNES,1992,Capcom,1.42,0.51,2.1,0.07,4.1
295,Tekken Tag Tournament,PS2,2000,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
312,Tekken 5,PS2,2005,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87
359,WWF SmackDown!,PS,2000,THQ,2.01,1.35,0.06,0.16,3.58
386,Tekken 4,PS2,2002,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
398,WWF War Zone,PS,1998,Acclaim Entertainment,2.47,0.76,0,0.13,3.36
416,Tekken,PS,1995,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
423,Killer Instinct,SNES,1995,Nintendo,2.26,0.72,0.12,0.1,3.2
424,WWF SmackDown! 2: Know Your Role,PS,2000,THQ,1.76,1.21,0.07,0.16,3.2
451,Dragon Ball Z: Budokai,PS2,2002,Atari,2.17,0.28,0.55,0.08,3.09
466,Mike Tyson's Punch-Out!!,NES,1987,Nintendo,2.03,0.47,0.45,0.07,3.02
470,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Atari,1.15,0,0.76,1.09,3
471,wwe Smackdown vs. Raw 2006,PS2,N/A,N/A,1.57,1.02,0,0.41,3
484,Street Fighter IV,X360,2009,Capcom,1.82,0.71,0.15,0.26,2.95
487,WWE SmackDown! vs. RAW 2006,PS2,2005,THQ,1.45,1.11,0.04,0.33,2.94
509,Mortal Kombat,PS3,2011,Warner Bros. Interactive Entertainment,1.98,0.55,0,0.32,2.85
519,WWE SmackDown! vs. Raw,PS2,2002,THQ,1.32,1.08,0.04,0.39,2.83
525,WWE SmackDown! Here Comes the Pain,PS2,2003,THQ,1.32,1.06,0.04,0.38,2.8
531,WWF SmackDown! Just Bring It,PS2,2001,THQ,1.19,1.15,0.04,0.41,2.79
533,Mortal Kombat Trilogy,PS,1996,GT Interactive,1.98,0.7,0,0.11,2.79
541,Tekken 6,PS3,2009,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78
554,Mortal Kombat X,PS4,2015,Warner Bros. Interactive Entertainment,1.47,0.76,0,0.47,2.7
565,Mortal Kombat,GEN,1992,Arena Entertainment,1.95,0.63,0,0.09,2.67
578,Pac-Man: Adventures in Time,PSP,2006,Sony Computer Entertainment,0.76,1.1,0.12,0.65,2.63
597,WWE SmackDown vs. RAW 2007,PS2,2006,THQ,1.4,0.88,0.03,0.26,2.58
620,Mortal Kombat: Deadly Alliance,PS2,2002,Midway Games,1.81,0.52,0,0.15,2.49
641,Dragon Ball Z: Budokai 2,PS2,2003,Atari,1.63,0.22,0.51,0.06,2.41
648,Pro Wrestling,NES,1987,Nintendo,0.77,0.18,1.42,0.03,2.4
661,WCW/nWo Revenge,N64,1998,THQ,1.94,0.39,0.03,0.02,2.38
678,WWE SmackDown vs Raw 2008,PS2,2007,THQ,0.92,0,0.01,1.41,2.34
721,Dissidia: Final Fantasy,PSP,2008,Square Enix,0.51,0.51,0.91,0.32,2.25
786,Mortal Kombat,X360,2011,Warner Bros. Interactive Entertainment,1.63,0.33,0,0.15,2.11
812,UFC 2009 Undisputed,X360,2009,THQ,1.48,0.39,0,0.19,2.07
821,SoulCalibur II,PS2,2003,Namco Bandai Games,1.06,0.62,0.13,0.25,2.06
851,Super Street Fighter II,SNES,1993,Nintendo,0.52,0.16,1.29,0.03,2
852,Mortal Kombat vs. DC Universe,PS3,2008,Midway Games,1.48,0.3,0,0.22,2
878,Def Jam Vendetta,PS2,2003,Electronic Arts,0.95,0.74,0,0.25,1.94
883,Dragon Ball Z: Budokai 3,PS2,2004,Atari,1.09,0.15,0.65,0.04,1.94
889,Mortal Kombat II,SNES,1993,Acclaim Entertainment,1.48,0.39,0,0.06,1.93
890,Virtua Fighter 2,SAT,1995,Sega,0.34,0.26,1.3,0.03,1.93
892,Mortal Kombat vs. DC Universe,X360,2008,Midway Games,1.53,0.24,0,0.16,1.93
