Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4345,TNA iMPACT!,X360,2008,Midway Games,0.26,0.15,0,0.04,0.45
4365,Fatal Fury 2,SNES,1993,Takara,0,0,0.45,0,0.45
4373,Tekken Advance,GBA,2001,Infogrames,0.32,0.12,0,0.01,0.45
4377,Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Namco Bandai Games,0.26,0.14,0.01,0.04,0.45
4391,WWE WrestleMania 21,XB,2005,THQ,0.34,0.1,0,0.02,0.45
4396,WWE Day of Reckoning,GC,2004,THQ,0.35,0.09,0,0.01,0.45
4467,Naruto: Gekito Ninja Taisen! 3,GC,2004,Tomy Corporation,0,0,0.43,0.01,0.44
4481,Naruto: Ultimate Ninja 3,PS2,2005,Atari,0.36,0.01,0,0.06,0.44
4490,Dragon Ball Z: Shin Budokai - Another Road,PSP,2007,Atari,0.19,0.09,0.08,0.07,0.44
4612,Marvel Super Hero Squad,DS,2009,THQ,0.37,0.02,0,0.03,0.42
4618,Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008,Namco Bandai Games,0,0,0.42,0,0.42
4663,WWE All Stars,PS3,2011,THQ,0.16,0.18,0,0.07,0.42
4668,X-Men vs. Street Fighter,PS,1997,Capcom,0.16,0.11,0.12,0.03,0.42
4672,Cyber Troopers Virtual-On,SAT,1995,Sega,0,0,0.42,0,0.42
4696,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009,Namco Bandai Games,0,0,0.41,0,0.41
4710,BlazBlue: Continuum Shift,PS3,2010,PQube,0.21,0.08,0.09,0.04,0.41
4751,Mortal Kombat: Deadly Alliance,GC,2002,Midway Games,0.31,0.08,0,0.01,0.41
4762,TNA iMPACT!,PS3,2008,Midway Games,0.22,0.12,0,0.06,0.41
4773,Knockout Kings 2001,PS,2000,Electronic Arts,0.23,0.15,0,0.03,0.41
4809,WWE SmackDown! vs. RAW 2006,PSP,2005,THQ,0.36,0.01,0,0.03,0.4
4817,Samurai Shodown,SNES,1994,Takara,0,0,0.4,0,0.4
4823,Fighting Vipers,SAT,1995,Sega,0,0,0.4,0,0.4
4831,Mortal Kombat Mythologies: Sub-Zero,N64,1997,Midway Games,0.32,0.07,0,0,0.4
4853,Legends of WrestleMania,X360,2009,THQ,0.2,0.16,0,0.04,0.4
4879,Rumble Roses,PS2,2004,Konami Digital Entertainment,0.19,0.15,0,0.05,0.39
4895,Bloody Roar,PS,1997,Virgin Interactive,0.22,0.15,0,0.03,0.39
4899,Naruto: Clash of Ninja Revolution 2,Wii,2008,Tomy Corporation,0.34,0.02,0,0.03,0.39
4933,Custom Robo V2,N64,2000,Nintendo,0,0,0.34,0.05,0.39
4941,Kengo: Master of Bushido,PS2,2000,Ubisoft,0.16,0.13,0.06,0.04,0.39
4946,Super Fire ProWrestling,SNES,1991,Human Entertainment,0,0,0.39,0,0.39
4954,Fatal Fury,SNES,1992,Takara,0,0,0.39,0,0.39
5001,Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38
5014,Marvel Nemesis: Rise of the Imperfects,GC,2005,Electronic Arts,0.3,0.08,0,0.01,0.38
5041,EA Sports MMA,PS3,2010,Electronic Arts,0.16,0.15,0.01,0.06,0.38
5071,Mobile Suit Gundam: Extreme VS Full Boost,PS3,2014,Namco Bandai Games,0,0,0.38,0,0.38
5072,WWE SmackDown vs. Raw 2011,PS2,2010,THQ,0.24,0.07,0,0.07,0.38
5078,Marvel Super Hero Squad,Wii,2009,THQ,0.31,0.03,0,0.03,0.38
5086,Super Dragon Ball Z,PS2,2006,Atari,0.09,0.07,0.19,0.02,0.37
5090,Naruto Shippuden: Ninja Destiny 2,DS,2008,Takara Tomy,0.19,0.03,0.13,0.02,0.37
5093,Tobal 2,PS,1997,SquareSoft,0,0,0.35,0.02,0.37
5154,Virtua Fighter 3tb,DC,1998,Sega,0,0,0.37,0,0.37
5169,Dragon Ball Z: Infinite World,PS2,2008,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36
5175,Super Fire ProWrestling Special,SNES,1994,Human Entertainment,0,0,0.36,0,0.36
5176,Yuu Yuu Hakusho,SNES,1993,Namco Bandai Games,0,0,0.36,0,0.36
5181,One Piece: Gigant Battle!,DS,2010,Namco Bandai Games,0,0,0.36,0,0.36
5190,BlazBlue: Calamity Trigger,X360,2009,PQube,0.21,0.08,0.04,0.03,0.36
5210,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,2013,Marvelous Entertainment,0.13,0.02,0.16,0.05,0.36
5223,Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009,Ubisoft,0.33,0,0,0.03,0.36
5227,Naruto: Ultimate Ninja 3 (JP sales),PS2,2005,Atari,0,0,0.36,0,0.36
5235,WWE '12,Wii,2011,THQ,0.24,0.09,0,0.03,0.36
