Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1690,WWE SmackDown vs Raw 2008,PSP,2007,THQ,0.45,0.47,0,0.28,1.19
1714,WWE '12,PS3,2011,THQ,0.53,0.46,0.02,0.17,1.18
1715,WWE SmackDown vs. Raw 2010,PS3,2009,THQ,0.48,0.49,0.01,0.2,1.18
1749,Bushido Blade,PS,1997,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16
1778,Fight Night Champion,PS3,2011,Electronic Arts,0.45,0.51,0,0.19,1.15
1857,WWE SmackDown vs. Raw 2011,PS3,2010,THQ,0.44,0.46,0.01,0.18,1.1
1878,Virtua Fighter 5,PS3,2007,Sega,0.29,0.52,0.08,0.2,1.09
1914,Dragon Ball Z: Taiketsu,GBA,2003,Atari,0.77,0.29,0,0.02,1.08
1917,Naruto: Ultimate Ninja Storm,PS3,2008,Namco Bandai Games,0.49,0.35,0.09,0.16,1.08
1918,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Capcom,0.79,0.18,0.03,0.07,1.08
1925,Virtua Fighter,SAT,1994,Sega,0.17,0.12,0.77,0.02,1.07
1927,WWE SmackDown vs. Raw 2010,PS2,2009,THQ,0.53,0.01,0,0.54,1.07
1931,SoulCalibur III,PS2,2005,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07
1940,Mortal Kombat: Armageddon,PS2,2006,Midway Games,0.88,0.04,0,0.14,1.06
1960,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Namco Bandai Games,0.39,0.41,0.1,0.16,1.06
1975,Tag Team Match M.U.S.C.L.E.,NES,1985,Namco Bandai Games,0,0,1.05,0,1.05
1979,Dragon Ball: XenoVerse,PS4,2015,Namco Bandai Games,0.3,0.48,0.12,0.15,1.05
1983,WWE SmackDown vs. Raw 2010,X360,2009,THQ,0.56,0.38,0.01,0.11,1.05
1993,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Atari,0.33,0.37,0.26,0.09,1.04
1999,Naruto: Clash of Ninja 2,GC,2003,Nintendo,0.44,0.12,0.45,0.03,1.04
2026,Street Fighter Alpha 3,PS,1998,Virgin Interactive,0.38,0.12,0.51,0.02,1.03
2029,Naruto: Clash of Ninja Revolution,Wii,2007,Tomy Corporation,0.45,0.46,0,0.11,1.02
2060,Dead or Alive 2,PS2,2000,Tecmo Koei,0.3,0.24,0.38,0.08,1
2066,SoulCalibur II,XB,2003,Namco Bandai Games,0.78,0.18,0.03,0,1
2101,WWE SmackDown vs Raw 2008,Wii,2007,THQ,0.38,0.5,0,0.11,0.99
2159,Mortal Kombat Trilogy,N64,1996,GT Interactive,0.72,0.22,0,0.02,0.96
2169,Mortal Kombat: Deadly Alliance,XB,2002,Midway Games,0.77,0.15,0,0.04,0.96
2172,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Namco Bandai Games,0.32,0.33,0.15,0.15,0.96
2191,WWE SmackDown vs. Raw 2009,PS3,2008,THQ,0.51,0.31,0.01,0.13,0.95
2244,Pokken Tournament,WiiU,2016,Namco Bandai Games,0.47,0.22,0.16,0.07,0.93
2255,WWE SmackDown vs. Raw 2009,X360,2008,THQ,0.58,0.26,0,0.08,0.92
2260,Knockout Kings 2000,N64,1999,Electronic Arts,0.63,0.27,0,0.02,0.92
2271,Tobal No.1,PS,1996,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92
2345,Dissidia 012: Duodecim Final Fantasy,PSP,2011,Square Enix,0.21,0.13,0.46,0.08,0.89
2357,WWE SmackDown vs. Raw 2011,X360,2010,THQ,0.44,0.36,0,0.08,0.88
2372,Tekken Tag Tournament 2,PS3,2012,Namco Bandai Games,0.28,0.33,0.13,0.14,0.88
2395,Injustice: Gods Among Us,PS4,2013,Warner Bros. Interactive Entertainment,0.46,0.29,0,0.12,0.87
2399,Fight Night Round 2,PS2,2005,Electronic Arts,0.72,0.03,0,0.12,0.87
2418,Rocky,PS2,2002,Rage Software,0.42,0.33,0,0.11,0.86
2423,Dragon Ball Z: Burst Limit,PS3,2008,Atari,0.22,0.34,0.18,0.12,0.86
2437,Street Fighter Alpha 2,PS,1996,Virgin Interactive,0.14,0.09,0.57,0.06,0.85
2451,Street Fighter EX3,PS2,2000,Virgin Interactive,0.32,0.25,0.2,0.08,0.85
2469,Street Fighter X Tekken,PS3,2012,Capcom,0.42,0.22,0.1,0.1,0.84
2482,WWE SmackDown vs. Raw 2009,Wii,2008,THQ,0.44,0.31,0,0.08,0.83
2502,Dragon Ball: Raging Blast 2,PS3,2010,Namco Bandai Games,0.42,0.2,0.11,0.09,0.83
2513,Street Fighter V,PS4,2016,Capcom,0.35,0.26,0.08,0.13,0.82
2516,Killer Instinct Gold,N64,1996,Nintendo,0.61,0.19,0,0.01,0.82
2535,Ready 2 Rumble Boxing: Round 2,PS2,2000,Midway Games,0.4,0.31,0,0.1,0.81
2565,Fight Night Champion,X360,2011,Electronic Arts,0.4,0.33,0,0.07,0.8
2599,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Atari,0.66,0.02,0,0.11,0.79
