Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
554,Mortal Kombat X,PS4,Warner Bros. Interactive Entertainment,1.47,0.76,0,0.47,2.7
1446,Mortal Kombat X,XOne,Warner Bros. Interactive Entertainment,1,0.21,0,0.13,1.35
1979,Dragon Ball: XenoVerse,PS4,Namco Bandai Games,0.3,0.48,0.12,0.15,1.05
3630,Dragon Ball: XenoVerse,PS3,Namco Bandai Games,0.15,0.2,0.14,0.07,0.55
5484,Dead or Alive 5,PS4,Tecmo Koei,0.09,0.13,0.08,0.04,0.33
5556,Dragon Ball Z: Extreme Butoden,3DS,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33
5701,Dragon Ball: XenoVerse,XOne,Namco Bandai Games,0.18,0.11,0,0.03,0.31
6375,Dragon Ball: XenoVerse,X360,Namco Bandai Games,0.16,0.08,0,0.02,0.27
6695,J Stars Victory Vs.,PS4,Namco Bandai Games,0.07,0.14,0,0.04,0.25
8845,Saint Seiya: Soldiers' Soul,PS4,Namco Bandai Games,0,0.09,0.04,0.02,0.15
10728,Ultra Street Fighter IV,PS4,Capcom,0,0.08,0,0.01,0.1
11307,Dead or Alive 5,XOne,Tecmo Koei,0.04,0.03,0.01,0.01,0.08
11781,Kenka Banchou 6: Soul & Blood,3DS,Screenlife,0,0,0.07,0,0.07
13025,Mortal Kombat X,PC,Warner Bros. Interactive Entertainment,0.01,0.04,0,0,0.05
13651,Saint Seiya: Soldiers' Soul,PS3,Namco Bandai Games,0,0,0.04,0,0.04
13678,Nitroplus Blasterz: Heroines Infinite Duel,PS4,Marvelous Interactive,0.01,0,0.02,0,0.04
14230,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,Namco Bandai Games,0,0,0.03,0,0.03
14377,JoJo's Bizarre Adventure: Eyes of Heaven,PS3,Namco Bandai Games,0,0,0.03,0,0.03
14981,Blade Arcus from Shining EX,PS4,Sega,0,0,0.02,0,0.02
15106,Blade Arcus from Shining EX,PS3,Sega,0,0,0.02,0,0.02
16301,Nitroplus Blasterz: Heroines Infinite Duel,PS3,Nitroplus,0,0,0.01,0,0.01
