Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
175,Final Fantasy X-2,PS2,Electronic Arts,1.92,1.08,2.11,0.17,5.29
605,Pokémon Colosseum,GC,Nintendo,1.21,0.57,0.7,0.07,2.54
744,Star Wars: Knights of the Old Republic,XB,Activision,1.68,0.44,0,0.08,2.19
753,Mario & Luigi: Superstar Saga,GBA,Nintendo,1.48,0.17,0.47,0.06,2.17
771,Final Fantasy Tactics Advance,GBA,SquareSoft,0.82,0.37,0.89,0.05,2.13
1041,Star Ocean: Till The End of Time,PS2,Ubisoft,0.8,0.21,0.55,0.15,1.72
1269,Final Fantasy: Crystal Chronicles,GC,Nintendo,0.72,0.38,0.36,0.04,1.49
1495,Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,Capcom,0.31,0.04,0.96,0.01,1.32
1868,Tales of Symphonia,GC,Nintendo,0.54,0.21,0.31,0.04,1.1
1877,Dragon Ball Z: The Legacy of Goku II,GBA,Atari,0.78,0.29,0,0.02,1.09
2605,Harvest Moon: A Wonderful Life,GC,Ubisoft,0.61,0.16,0,0.02,0.79
2792,Sword of Mana,GBA,Nintendo,0.31,0.11,0.3,0.02,0.74
3069,Dragon Quest Monsters: Caravan Heart,GBA,Enix Corporation,0,0,0.64,0.02,0.66
3118,Drakengard,PS2,Square Enix,0.19,0.15,0.26,0.05,0.65
3596,Fullmetal Alchemist and the Broken Angel,PS2,Square Enix,0.15,0.12,0.26,0.04,0.56
4298,Mother 1+2,GBA,Nintendo,0,0,0.45,0.01,0.46
4541,EverQuest Online Adventures,PS2,Sony Online Entertainment,0.21,0.16,0,0.05,0.43
4984,Shin Megami Tensei: Nocturne,PS2,Ghostlight,0.07,0.05,0.25,0.02,0.38
5237,Arc the Lad: Twilight of the Spirits,PS2,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36
5526,Disgaea: Hour of Darkness,PS2,Tecmo Koei,0.16,0.13,0,0.04,0.33
6049,Pirates of the Caribbean,XB,Ubisoft,0.22,0.06,0,0.01,0.29
6103,Tales of Phantasia,GBA,Nintendo,0.08,0.03,0.17,0.01,0.29
6307,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,Nintendo,0.21,0.05,0,0.01,0.27
6544,Dungeons & Dragons Heroes,XB,Atari,0.19,0.06,0,0.01,0.26
6843,Summon Night 3,PS2,Banpresto,0,0,0.24,0,0.24
6856,Sakura Wars: Atsuki Chishio Ni,PS2,Sega,0,0,0.24,0,0.24
7308,EVE Online,PC,CCP,0,0.19,0,0.02,0.22
7991,EverQuest Online Adventures: Frontiers,PS2,Sony Online Entertainment,0.09,0.07,0,0.02,0.19
8009,.hack//Quarantine Part 4: The Final Chapter,PS2,Atari,0.09,0.07,0,0.02,0.18
8305,Hanjuku Eiyuu Tai 3D,PS2,Square Enix,0,0,0.17,0,0.17
8417,Far East of Eden II: Manji Maru,PS2,Hudson Soft,0,0,0.17,0,0.17
8929,Phantasy Star Online Episode I & II,XB,Sega,0.11,0.03,0,0.01,0.15
8984,Boktai: The Sun is in Your Hand,GBA,Konami Digital Entertainment,0.1,0.04,0,0,0.15
9078,Star Wars: Knights of the Old Republic,PC,LucasArts,0.01,0.1,0,0.02,0.14
9336,Final Fantasy XI: Rise of the Zilart,PS2,Square Enix,0,0,0.13,0,0.13
10056,Growlanser Generations,PS2,Atlus,0.06,0.04,0,0.01,0.11
10964,Wild ARMs: Alter Code F,PS2,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09
11314,Zoids: Legacy,GBA,Tomy Corporation,0.06,0.02,0,0,0.08
11346,Shining Soul II,GBA,THQ,0.06,0.02,0,0,0.08
11613,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,Sega,0.06,0.02,0,0,0.08
12729,Lost Kingdoms II,GC,Activision,0.04,0.01,0,0,0.06
12851,Phantasy Star Online Episode I & II Plus,GC,Sega,0.04,0.01,0,0,0.05
12902,Medabots: Infinity,GC,Ubisoft,0.04,0.01,0,0,0.05
13122,Arx Fatalis,XB,Mindscape,0.04,0.01,0,0,0.05
13286,Summoner: A Goddess Reborn,GC,THQ,0.04,0.01,0,0,0.05
14081,Black Stone: Magic & Steel,XB,THQ,0.03,0.01,0,0,0.04
14499,CIMA: The Enemy,GBA,Marvelous Interactive,0.02,0.01,0,0,0.03
15119,Summon Night: Swordcraft Story,GBA,Banpresto,0.02,0.01,0,0,0.02
