Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1395,NBA Jam,SNES,Acclaim Entertainment,1.19,0.16,0,0.03,1.39
1843,NBA Jam Tournament Edition,GEN,Acclaim Entertainment,0.95,0.14,0,0.03,1.11
2381,Derby Stallion II,SNES,ASCII Entertainment,0,0,0.87,0,0.87
3437,Kirby's Dream Course,SNES,Nintendo,0,0,0.59,0,0.59
3814,J-League Soccer: Prime Goal 2,SNES,Namco Bandai Games,0,0,0.53,0,0.53
4390,NHL FaceOff,PS,Sony Computer Entertainment,0.25,0.17,0,0.03,0.45
4769,Jikkyou Powerful Pro Yakuu '94,SNES,Konami Digital Entertainment,0,0,0.41,0,0.41
4962,Super Famista 3,SNES,Namco Bandai Games,0,0,0.39,0,0.39
5016,ESPN Extreme Games,PS,Sony Computer Entertainment,0.11,0.08,0.17,0.03,0.38
5117,Super Formation Soccer 94,SNES,Human Entertainment,0,0,0.37,0,0.37
5168,Zero4 Champ RR,SNES,Media Rings,0,0,0.36,0,0.36
5496,Super Power League 2,SNES,Hudson Soft,0,0,0.33,0,0.33
5870,Decathlete,SAT,Sega,0,0,0.3,0,0.3
6119,International Superstar Soccer,SNES,Konami Digital Entertainment,0,0,0.28,0,0.28
6310,Slam Dunk: Yonkyo Taiketsu!!,SNES,Namco Bandai Games,0,0,0.27,0,0.27
10091,Jikkyou Powerful Pro Yakyuu '95,PS,Konami Digital Entertainment,0,0,0.11,0.01,0.11
11837,Derby Jockey: Kishou e no Michi,SNES,Asmik Corp,0,0,0.07,0,0.07
12540,Worldwide Soccer,SAT,Sega,0,0,0.06,0,0.06
13718,World Series Baseball,SAT,Sega,0,0,0.04,0,0.04
14036,J-League Pro Striker 2,GEN,Sega,0,0,0.04,0,0.04
15259,Pebble Beach Golf Links,SAT,Sega,0,0,0.02,0,0.02
15690,World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,Misawa,0,0,0.02,0,0.02
