Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
159,Assassin's Creed,X360,Ubisoft,3.28,1.65,0.07,0.55,5.55
219,Assassin's Creed,PS3,Ubisoft,1.91,2,0.09,0.83,4.83
1297,Disney Princess: Magical Jewels,DS,Disney Interactive Studios,1.15,0.2,0,0.12,1.47
1410,Disney Princess: Enchanted Journey,Wii,Disney Interactive Studios,1.24,0.04,0,0.09,1.38
1892,Endless Ocean,Wii,Nintendo,0.44,0.47,0.09,0.09,1.09
1965,Apollo Justice: Ace Attorney,DS,Capcom,0.32,0.06,0.64,0.04,1.06
3047,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,Capcom,0.33,0.05,0.25,0.04,0.67
3550,Bratz 4 Real,DS,THQ,0.29,0.22,0,0.06,0.57
3578,Hotel Dusk: Room 215,DS,Nintendo,0.27,0.05,0.22,0.03,0.56
4227,Metal Gear Solid: The Essential Collection,PS2,Konami Digital Entertainment,0.23,0.18,0,0.06,0.46
4317,Barbie as The Island Princess,Wii,Activision,0.42,0,0,0.03,0.45
4655,Zack & Wiki: Quest for Barbaros' Treasure,Wii,Nintendo,0.18,0.17,0.03,0.04,0.42
4957,The Dog Island,Wii,Ubisoft,0.35,0.01,0,0.03,0.39
5725,Barbie as The Island Princess,DS,Activision,0.28,0.01,0,0.02,0.31
6116,Bratz Ponyz,DS,Game Factory,0.26,0,0,0.02,0.28
6422,The Dog Island,PS2,Ubisoft,0.13,0.1,0,0.03,0.27
7078,Barbie as The Island Princess,GBA,Activision,0.16,0.06,0,0,0.23
7091,Disney Princess: Enchanted Journey,PS2,Disney Interactive Studios,0.11,0.09,0,0.03,0.23
7277,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,Tecmo Koei,0,0,0.22,0,0.22
7938,Chibi-Robo! Park Patrol,DS,Unknown,0,0,0.19,0,0.19
7943,One Piece: Unlimited Adventure,Wii,Namco Bandai Games,0.07,0,0.11,0.01,0.19
7990,The Bee Game,DS,Midway Games,0.17,0,0,0.01,0.19
